FID,name,operator_t,isced_leve,Lat,Log,Remarks
941,Shree Adinath Secondary School,government,secondary,27.66630826,85.29364757, 
942,Bagh Bhairab Boarding High School,private,secondary,27.67416736,85.2799183, 
943,Kirtipur Secondary School,government,secondary,27.67538934,85.27654453, 
944,Angel Academy,private,primary,27.67634926,85.27412844, 
945,Creative Academy,private,secondary,27.67425118,85.27609347, 
946,World Light Academy,private,primary,27.6750221,85.27276644, 
947,Moral Kindergarten(Academy),private,primary,27.67183182,85.33298031, 
948,Megus English School,private,secondary,27.67447689,85.27810509, 
949,Mount Marigold School,private,primary,27.6739532,85.28049594, 
950,Gorakhnath Secondary School,government,secondary,27.67558843,85.27857031, 
951,Kirti English School,private,secondary,27.67415035,85.27731551, 
952,South Valley English Secondary School,private,secondary,27.6752793,85.2725898, 
953,Oracle English Medium School,private,lower_secondary,27.67208196,85.33251929, 
954,Subhakamana Boarding School,private,secondary,27.67256632,85.32980782, 
955,Gurukul National School,private,secondary,27.70436654,85.34788171, 
956,Keta Keti Spowc Free School,community,primary,27.706601,85.35038661, 
957,Midland English School,private,secondary,27.7024903,85.34774807, 
958,New Shrine Boarding School,private,secondary,27.70474921,85.34869743, 
959,Shree Bal Batika Secondary School,community,secondary,27.70490447,85.35067983, 
960,Shree Sharada Lower Secondary School,government,lower_secondary,27.70506225,85.3517652, 
961,Ideal Peace Boarding School,private,lower_secondary,27.67218107,85.32672367, 
962,Little Flower Child Care Centre,private,kindergarten,27.67228475,85.33228614, 
963,Wilson Academy,private,secondary,27.7033575,85.28432236, 
964,Gurukul Pearl's school,private,lower_secondary,27.70299615,85.28595177, 
965,Harvard International School,private,secondary,27.6997027,85.28603199, 
966,Tiny Toys Kindergarten,private,kindergarten,27.70267811,85.28721113, 
967,Swayambhu English Boarding School,private,secondary,27.71597299,85.29397397, 
968,Capital Hill Academy,private,primary,27.69922648,85.28840784, 
969,Zenith English Secondary School,private,secondary,27.6993383,85.28722062, 
970,Sirius Higher Secondary School,private,secondary,27.70040668,85.28354802, 
971,Jugal English Boarding School,private,secondary,27.64578785,85.325935, 
972,Happy Home International School,community,lower_secondary,27.64464339,85.32741099, 
973,Dhapakhel English School,private,secondary,27.63068557,85.32815896, 
974,Bal Dikshya Sadan Higher Secondary School,private,secondary,27.66886581,85.33244929, 
975,Shree Buddhanagar Lower Secondary School,government,lower_secondary,27.6888109,85.32855337, 
976,Mount Carmel school,private,kindergarten,27.65464599,85.32114296, 
977,Baby Zone Montessori Pre-School,private,kindergarten,27.69460822,85.28414695, 
978,Janapath Secondary School,government,secondary,27.69339299,85.28382372, 
979,Pinnacle Scholars' Academy,private,secondary,27.69412605,85.28329789, 
980,Choina Binayak Guru Ganesh School,government,lower_secondary,27.64497223,85.3142186, 
981,Gyan Bigyan Secondary Boarding School,private,secondary,27.65124023,85.31713526, 
982,Jupiter English school,private,secondary,27.65907943,85.31742323, 
983,Little Step Child Development Center,private,kindergarten,27.65234294,85.31907844, 
984,Phoenix English School,private,primary,27.64963882,85.31579435, 
985,Sampurna School,private,secondary,27.65145941,85.3193713, 
986,Shree Mahalaxmi Lower secondary school,government,lower_secondary,27.65084561,85.31772993, 
987,Aasha Primary School,private,primary,27.65994779,85.31689546, 
988,Bandana Progressive High School,private,secondary,27.69183321,85.28576594, 
989,Eternal Shalom Secondary School,private,secondary,27.59305889,85.3229412, 
990,Kanchan Secondary School,private,secondary,27.5966801,85.32383974, 
991,Sangrila International School,private,secondary,27.59626794,85.32936856, 
992,Valley English School,private,secondary,27.60209952,85.32268094, 
993,Baudha Sikshya School,government,primary,27.60513899,85.32667728, 
994,Emerald English School,private,secondary,27.60319769,85.32787547, 
995,Jyotidaya Community School,community,secondary,27.60723379,85.32769384, 
996,Shantaneshwor Vidya Mandir,private,secondary,27.60905297,85.33182993, 
997,Bajra Academy,private,lower_secondary,27.6064731,85.33430626, 
998,Nawajyoti Lower Secondary School,government,lower_secondary,27.60789107,85.3368367, 
999,Annapurna English Boarding High School,private,secondary,27.66728244,85.30363712, 
1000,Bethel International Academy,private,kindergarten,27.66737203,85.30627174, 
1001,East-West English Boarding School,private,secondary,27.68711114,85.29840653, 
1002,Grace Academy,private,secondary,27.66489847,85.30310102, 
1003,Living Stone Academy,community,secondary,27.66413113,85.30471493, 
1004,"Pathshala Nepal Foundation, Bagdol",private,lower_secondary,27.66793003,85.3055635, 
1005,Pragyan School,private,primary,27.68823829,85.29884943, 
1006,Sudesha High School,private,secondary,27.66373362,85.30374331, 
1007,Blue Wren International Boarding School,private,secondary,27.69425846,85.28124608, 
1008,Climax Environmental English Boarding School,private,primary,27.69325132,85.27829982, 
1009,Standard Co-ed High School,private,secondary,27.69420295,85.28079408, 
1010,Mt. Kailash School,private,secondary,27.73500182,85.35680177, 
1011,Ratna Rajya Secondary School,government,secondary,27.72170342,85.25023849, 
1012,Kathmandu New Castle School,private,secondary,27.74602936,85.33575538, 
1013,Sano Pathshala,private,kindergarten,27.7504856,85.3334552, 
1014,Shubha Shree Baikalpik Mahila Vidhyalaya,government,lower_secondary,27.74576348,85.32798888, 
1015,Wonderland International Pre-School,private,kindergarten,27.74908112,85.33086075, 
1016,Summer Hill School,private,lower_secondary,27.69841543,85.34744242, 
1017,Landmark Education Foundation,private,secondary,27.69062988,85.3509027, 
1018,Adroit Scholar's International Academy Nepal (ASIAN),private,lower_secondary,27.70007777,85.27533066, 
1019,Ganga Secondary School,private,secondary,27.69698561,85.27933525, 
1020,Himshikhar Boarding School,private,secondary,27.69608237,85.27048746, 
1021,Mandala International School,private,secondary,27.69480692,85.2784838, 
1022,Srijana Vidhya Mandir Secondary School,private,secondary,27.70006572,85.27652083, 
1023,White Pearls Academy,private,lower_secondary,27.69611375,85.27750428, 
1024,Diana Secondary School,private,secondary,27.67956218,85.34231246, 
1025,Grammar Higher Secondary School,private,secondary,27.67890564,85.34142202, 
1026,Manakamana English Boarding School,private,secondary,27.67708242,85.33862035, 
1027,Creation International Academy,private,secondary,27.67996953,85.33768772, 
1028,Ratna Sikshya Sadan,private,secondary,27.67986277,85.34853749, 
1029,Campion Academy,private,secondary,27.66696176,85.3201945, 
1030,Lalitpur Secondary School,private,secondary,27.66572268,85.32035386, 
1031,Caribbean School,private,secondary,27.66193448,85.3192041, 
1032,Delight School,private,secondary,27.66229045,85.31778908, 
1033,Kids Care International Pre-School,private,kindergarten,27.66691478,85.31645934, 
1034,Pumori Primary School,private,kindergarten,27.66465137,85.31662592, 
1035,Bhimeshwor Academy,private,secondary,27.69522595,85.37141567, 
1036,Nirmal Jyoti English School,private,primary,27.69457661,85.3723373, 
1037,Satya Sai School,private,secondary,27.70411083,85.3466402, 
1038,New Holy Cross School,private,secondary,27.6988764,85.37112416, 
1039,New Star Pole English school,private,secondary,27.69567128,85.36887499, 
1040,Monastic Public School,private,secondary,27.69681538,85.37442518, 
1041,Puspa Batika Lower Secondary School,private,lower_secondary,27.69684917,85.37253295, 
1042,Care English Boarding School,private,secondary,27.70524264,85.34588965, 
1043,Little World Pre-School,private,kindergarten,27.693694,85.37018187, 
1044,Namaste Academy,private,primary,27.69627332,85.37699673, 
1045,Shree Mangaladevi Secondary School,government,secondary,27.70769106,85.34303648, 
1046,Amar Jyoti English Boarding School,private,secondary,27.69471345,85.28566439, 
1047,Kalanki English Medium School,private,lower_secondary,27.69156004,85.2861606, 
1048,Wonderland Kindergarten,private,kindergarten,27.69179954,85.28332113, 
1049,Intensive International Academy,private,secondary,27.696693,85.29530893, 
1050,Sai Nilayam Secondary Boarding School,private,secondary,27.69688711,85.29606332, 
1051,Best Group Vision Schooll,private,secondary,27.68863358,85.35802856, 
1052,Leads Academy,private,secondary,27.68656586,85.3637349, 
1053,Highland English School,private,secondary,27.69577659,85.36549837, 
1054,Special School for Disabled and Rehabilitation center,private,others,27.69495707,85.36263171, 
1055,Euro International School,private,primary,27.697207,85.36792146, 
1056,Hope Educational Academy,private,primary,27.69754255,85.38027247, 
1057,Manohara English School,private,secondary,27.69691771,85.37768735, 
1058,New Monalist School,private,primary,27.7006959,85.38268287, 
1059,Highly Creative Secondary School,private,secondary,27.70389127,85.38008135, 
1060,Kirtipur English Boarding School,private,secondary,27.68248015,85.27993825, 
1061,Mangal Higher Secondary School,government,secondary,27.67839058,85.27946604, 
1062,Indrayani Primary School,government,primary,27.68243981,85.27198195, 
1063,Kirtipur Grihini Mahila Vidhyalaya,private,lower_secondary,27.67936725,85.27316575, 
1064,Shree Bishwa Rastriya Secondary School,government,secondary,27.67747416,85.27280418, 
1065,Sunlight English Secondary School,private,secondary,27.71384249,85.35151918, 
1066,Gokarna Secondary School,community,secondary,27.74077722,85.40120532, 
1067,Shree Kanti Bhairab Gurukul School,community,primary,27.7356463,85.3970243, 
1068,Uttar Baahini Boarding School,private,secondary,27.73982178,85.40005323, 
1069,Genius English School,private,secondary,27.75741903,85.41910334, 
1070,Shree Okhreni Secondary School,government,secondary,27.75633912,85.42210122, 
1071,Himshrinkhala Academy,private,secondary,27.74443204,85.40708351, 
1072,Shree Bal Sudhar Secondary School,government,secondary,27.7456409,85.40467176, 
1073,Swet Barahi School,private,secondary,27.75252726,85.41442282, 
1074,Shree Chandikashwori Secondary School,private,secondary,27.74803668,85.40408239, 
1075,Niharika Pubic School,private,lower_secondary,27.66653592,85.32980294, 
1076,New Spring Kindergarten,private,kindergarten,27.69348431,85.29097232, 
1077,Rising Star Kindergarten,private,kindergarten,27.68627326,85.29465729, 
1078,Telic International Model English School (Times),private,secondary,27.68999688,85.2909874, 
1079,United Scholars' Academy,private,secondary,27.68907126,85.28712387, 
1080,Richmond Academy,private,secondary,27.6906716,85.2891115, 
1081,Shramjit Kishor School,government,secondary,27.66714823,85.32940129, 
1082,Marigold High English School,private,secondary,27.66510081,85.32873608, 
1083,Gloria School,private,secondary,27.6876634,85.29121136, 
1084,Kathmandu Bonsai Academy,private,lower_secondary,27.68764591,85.29315438, 
1086,National Children School,private,secondary,27.66720882,85.3261066, 
1087,Unique Model Academy,private,secondary,27.66705345,85.32701838, 
1088,Yala Newa International School,private,kindergarten,27.67072582,85.3182517, 
1089,Covenient Academy,private,secondary,27.6632403,85.31012225, 
1090,Kids Learning Center,private,primary,27.66435238,85.31197031, 
1091,Modern Graded School,private,secondary,27.66445695,85.31287207, 
1092,Macchapuchre International School,private,secondary,27.66313586,85.31519356, 
1093,Saraswoti Vidya Mandir,private,secondary,27.6648067,85.31602556, 
1094,Ajaya Sikshya Sadan,private,primary,27.6625704,85.315748, 
1095,Milestone School,private,secondary,27.66691843,85.32555181, 
1096,Supervision English School,private,secondary,27.66720906,85.3254324, 
1097,Disneyland  Montessori,community,kindergarten,27.65959215,85.32126073, 
1098,Nalanda Secondary School,private,secondary,27.66050417,85.32309741, 
1099,Yasuma Montessori,private,kindergarten,27.65970229,85.32090816, 
1100,Maya Children School,private,primary,27.65950259,85.3226061, 
1101,MoonLight School,private,secondary,27.65995995,85.32326413, 
1102,Emerald Academy and NIMS,private,secondary,27.66639687,85.32545336, 
1103,Patan Academy,private,primary,27.66669046,85.32426123, 
1104,Garfield Academy,private,kindergarten,27.6616773,85.3167987, 
1105,Children Talent Hunt Pre-Primary School,private,primary,27.66811277,85.32457905, 
1106,Sijan Pre-Primary school,private,kindergarten,27.66781526,85.32514089, 
1107,daffodil public school,private,secondary,27.73399718,85.35244324, 
1108,Nawa Yuyutshu School,private,secondary,27.7356748,85.35368643, 
1109,Lalit Kalyan Kendra Lower Secondary School,government,lower_secondary,27.67294918,85.33017945, 
1110,Siddheshwor Secondary School,government,secondary,27.68690205,85.34397944, 
1111,Shree Nepal Bedh Vidhyashram,community,secondary,27.70941024,85.34508567, 
1112,Mt. Sinai English Boarding School,private,secondary,27.68810219,85.34081504, 
1113,Pioneer Scholars' Academy,private,secondary,27.69646169,85.34153026, 
1114,Babylon National School,private,secondary,27.69427668,85.34703849, 
1115,Aruni Secondary English Boarding School,private,secondary,27.73733697,85.30657658, 
1116,Mount Green Montessori,private,kindergarten,27.73813871,85.3080394, 
1117,Trilok Children's Academy,private,secondary,27.7382448,85.30708964, 
1118,Bal Kumari Secondary School,private,secondary,27.66872995,85.32491181, 
1119,Lok Smriti Secondary School,private,secondary,27.66757555,85.33198717, 
1120,Yasodhara Baudha Secondary School,government,secondary,27.66926729,85.32586542, 
1121,Yashyaswi Secondary School,private,secondary,27.71740741,85.27124467, 
1123,Gajurmukhi Secondary Boarding School,private,secondary,27.71488243,85.26002149, 
1124,Pascal International Academy,private,lower_secondary,27.72644851,85.31336497, 
1125,Anal Jyoti Boarding School,private,secondary,27.64253253,85.31948399, 
1126,Oasis English School,private,secondary,27.64415237,85.31596855, 
1127,Euro Kids,private,kindergarten,27.64019965,85.31822769, 
1128,Lalitpur Academy,private,secondary,27.6399986,85.32112243, 
1129,Shree Moti Binayak School,government,lower_secondary,27.63997322,85.3183963, 
1130,Elvid's Academy,private,kindergarten,27.63574975,85.31922745, 
1131,Mother Ganga Day Care and Pre school,private,kindergarten,27.63770494,85.31830724, 
1132,Cupid Children's Home Academy,private,kindergarten,27.75113062,85.31761295, 
1133,Edu Summit English School,private,primary,27.75188797,85.31747058, 
1134,Jalupa Secondary School,government,secondary,27.75037534,85.31982467, 
1135,Malashree English School,private,primary,27.75889169,85.31766299, 
1136,School of Leaders (SOL),private,kindergarten,27.74143002,85.32184074, 
1137,Nava Suryodaya English School,private,secondary,27.6345368,85.31985136, 
1138,Siddhartha Secondary School,private,lower_secondary,27.63428362,85.32225675, 
1139,Williams Public English School,private,secondary,27.62952488,85.32000986, 
1140,Celestial Home English Medium School,private,primary,27.73214175,85.35208376, 
1141,Joseph High School,private,secondary,27.7294622,85.35468702, 
1142,Little Skills International School,private,primary,27.73260093,85.35300057, 
1143,Mt. Everest English School,private,secondary,27.73290953,85.35296634, 
1144,Reliance Public School,private,lower_secondary,27.73067657,85.35226056, 
1145,Akshamala Vidya Sadan,private,secondary,27.70475449,85.33957135, 
1146,Desh Tilak High School,private,secondary,27.70369578,85.34115395, 
1147,Glacier Montessori and Kidz Home,private,kindergarten,27.70567328,85.34144803, 
1148,Bibhuti Pragya Niketan,private,secondary,27.72841986,85.35479791, 
1149,Pathivara Primary School,government,primary,27.72733699,85.34961054, 
1150,Sewa Sadan School,private,secondary,27.70310306,85.34220921, 
1151,Stepping Stone Pre-School,private,kindergarten,27.70345594,85.34240687, 
1152,Kamal Netra Chuna Muna English Boarding School,private,secondary,27.69782936,85.34405564, 
1153,Bluebell English Boarding School,private,secondary,27.69415969,85.34590266, 
1154,Shree Swatantra Shikshya Sadan Primary School,government,primary,27.67397604,85.3196641, 
1155,Bal Binod Secondary School,government,secondary,27.67384536,85.31824101, 
1156,Danphe English Boarding School,private,secondary,27.67401781,85.31770744, 
1157,IGK Pre-School,private,kindergarten,27.68115595,85.32602367, 
1158,Janauddhar Secondary School,government,secondary,27.71750597,85.26783142, 
1159,Daisy Educational Academy,private,lower_secondary,27.72149744,85.25095915, 
1160,Jyoti Academy,private,secondary,27.70780325,85.27648342, 
1161,Majuwa Primary School,government,primary,27.72458729,85.22798322, 
1162,Balbodh Secondary School,government,secondary,27.72916647,85.23729285, 
1163,Radiant Public Boadring School,private,secondary,27.69984806,85.28055813, 
1164,People's Academy,private,secondary,27.70543784,85.2816284, 
1165,Bridgewater International School,private,primary,27.68563509,85.32073045, 
1166,New Millenium School,private,secondary,27.68568008,85.3226677, 
1167,The Acme Academy High School,private,secondary,27.69383892,85.344791, 
1168,Axis International School,private,secondary,27.69920988,85.34366816, 
1169,Shatabdi Secondary Boarding School,private,secondary,27.69406623,85.34530497, 
1170,New Drighayu secondary boarding school,private,secondary,27.68953694,85.34699195, 
1171,Alpha's High School,private,secondary,27.67533303,85.31286682, 
1172,Hope Valley Scholars Academy,private,secondary,27.66790262,85.34441392, 
1173,Peace point Academy,private,secondary,27.66453224,85.34190329, 
1174,Shubha Aashirbad Academy,private,primary,27.65944444,85.34392572, 
1175,Sunshine Smile Kindergarten and Pre-School,private,kindergarten,27.68594361,85.32042267, 
1176,Azizah Pre-Primary School,private,primary,27.65783033,85.34711424, 
1177,Yashashwi Gurukul English School,private,secondary,27.6750594,85.30389615, 
1178,Aakash Deep English Secondary School,private,secondary,27.72257231,85.38578469, 
1179,Gokarneshwor Light Academy,private,lower_secondary,27.7328547,85.38682851, 
1180,Bal Vidya Griha,private,secondary,27.66633203,85.32843372, 
1181,Vidya Sadan School,private,secondary,27.6664549,85.3277699, 
1182,Nawa Jeevan School,private,secondary,27.67087642,85.30240561, 
1183,Ambience International School,private,secondary,27.69905744,85.33873259, 
1184,Kanti Bhairab Secondary School,government,secondary,27.72691941,85.40375898, 
1185,Miniland English High School,private,secondary,27.72741009,85.40334658, 
1186,Mount Everest Secondary School,private,secondary,27.72582561,85.40479208, 
1187,Trikon Public School,private,secondary,27.71800459,85.39339002, 
1188,Grand Academy,private,secondary,27.65821256,85.32857691, 
1189,Shree Bhagwati Higher Secondary School,government,secondary,27.72831797,85.46089657, 
1190,Shree Sankhu Primary School,government,primary,27.73197086,85.46453624, 
1191,Shree Bajrayogini Secondary English School,private,secondary,27.72588175,85.45554961, 
1192,Motherland School,private,secondary,27.68923869,85.26394049, 
1193,New Generation Secondary School (NGI),private,secondary,27.68675387,85.26237383, 
1194,Chirayu Educational Academy,private,primary,27.72983105,85.43357562, 
1195,Premiere International School,private,primary,27.65447766,85.32991157, 
1196,Essel World Montessori,private,kindergarten,27.64789345,85.3297202, 
1197,Radiant Academy,private,secondary,27.73321886,85.42920252, 
1198,Bal Vidhyashram Primary School,government,primary,27.67250212,85.32303193, 
1199,Bhassara Secondary School,private,secondary,27.67288057,85.32037204, 
1200,Chandani Secondary School,private,secondary,27.67773869,85.3289578, 
1201,Kumbheshwor Technical School,private,primary,27.67749136,85.32624742, 
1202,Purna Chandi Vidhyashram Secondary School,private,secondary,27.67303127,85.32140233, 
1203,Alpine Academy,private,secondary,27.7269622,85.41934444, 
1204,Bal Geetanjali School,private,secondary,27.70897419,85.39150524, 
1205,Chaula Narayan Primary School,government,primary,27.7331086,85.40999932, 
1206,Mahakabi Devkota Memorial School,private,secondary,27.71499311,85.39780392, 
1207,Shree Ananda Bhairab Secondary School,government,secondary,27.70873618,85.39310195, 
1208,Shree Natheswori Primary School,government,primary,27.7435619,85.42374037, 
1209,Shree Vidya Arjan English Secondary School,private,secondary,27.7121587,85.39345562, 
1210,Sikshalaya Nepal,private,secondary,27.71593573,85.40483832, 
1211,Shree Bal Bikash Secondary School,government,secondary,27.75147867,85.43179499, 
1212,Shree Thapadanda Lower Secondary School,government,lower_secondary,27.73614564,85.4249899, 
1213,Changu Narayan English School,private,secondary,27.71688405,85.43039275, 
1214,Changu Narayan Primary School,government,primary,27.71262812,85.42531437, 
1215,Nyacho Pauwa Primary School,government,primary,27.71694515,85.43269703, 
1216,Shree Balbhakta Primary School,government,primary,27.71605611,85.4443024, 
1218,Future Star Academy,private,secondary,27.64142352,85.37526053, 
1219,Lalitpur Global Academy,private,lower_secondary,27.65687149,85.34887887, 
1220,Suryodaya Primary School,government,primary,27.65255322,85.34183789, 
1221,Ganesh Memorial School,private,secondary,27.6589827,85.3402654, 
1222,Blue Bell Pre-Primary School,private,kindergarten,27.66099163,85.33721295, 
1223,World Class School,private,kindergarten,27.66259455,85.3368439, 
1224,Green Valley English Boarding School,private,secondary,27.70749199,85.30502498, 
1225,Krishna Mandir Primary School,government,primary,27.70877383,85.30871546, 
1226,Shemrock Little Harvard,private,kindergarten,27.700286,85.2957509, 
1227,Gyanodaya Residential School,private,secondary,27.63251667,85.30012134, 
1228,Peace Garden Secondary School,private,secondary,27.63474115,85.30263339, 
1229,Shree Rudrayani Secondary School,government,secondary,27.63571441,85.29566366, 
1230,Shree Yuwa Pratibha Vidhya Mandir Secondary School,government,secondary,27.63748276,85.3017515, 
1231,Simran Academy,private,primary,27.6363572,85.29957499, 
1232,Zing Secondary School,private,secondary,27.63700671,85.30188405, 
1233,Shikshantar school,private,lower_secondary,27.69785832,85.35411884, 
1234,Balpith Primary School,government,kindergarten,27.69916349,85.35163108, 
1235,Cambridge Public High School,private,secondary,27.70164362,85.33846976, 
1236,Arun Deep Academy,private,secondary,27.69022926,85.33494067, 
1237,Annapurna English Secondary School,private,secondary,27.68988373,85.35156252, 
1238,Prasphutan international Academy,private,secondary,27.69947505,85.35152457, 
1239,Abhishekh Gyan Mandir,private,secondary,27.69793664,85.35079887, 
1240,Mount Olives High School,private,secondary,27.69865721,85.35079308, 
1241,N.K. Singh Memorial English Prepartory School,private,secondary,27.68904785,85.3412099, 
1242,Eris Academy,private,secondary,27.65569814,85.31509157, 
1243,Lalit Bikash Lower Secondary School,government,lower_secondary,27.67170172,85.32737907, 
1244,Middle Point English Boarding School,private,secondary,27.65919593,85.31500225, 
1245,Mount Hermann English Secondary School,private,secondary,27.6746228,85.33067391, 
1246,Orchid Academy,private,primary,27.67542246,85.33006713, 
1247,Parijat International Academy,private,secondary,27.67552595,85.32719455, 
1248,Bageshwori Primary School,government,primary,27.588174,85.32001328, 
1249,Udaya Kharka School,government,secondary,27.59184636,85.33288109, 
1250,Amar Kanti School,private,secondary,27.56517576,85.3426307, 
1251,Ganga Jamuna Secondary School,private,secondary,27.57166085,85.33447562, 
1252,Shree Jayal Kumari School,private,primary,27.57030738,85.33403647, 
1253,Parvati Primary School,government,primary,27.56535128,85.32938306, 
1254,Kantipur Boarding High School,private,secondary,27.65799279,85.32000618, 
1255,Krishi Udaya Primary School,private,primary,27.66951812,85.32995601, 
1256,Shree Gyan Mandir Secondary School,private,secondary,27.67074917,85.32863556, 
1257,Shree Shramik Primary School,government,primary,27.6704738,85.3301846, 
1258,Aster Academy,private,secondary,27.66453876,85.33600877, 
1259,Joybell International Academy,private,primary,27.7040602,85.37122068, 
1260,Manang Children Paradise School,private,secondary,27.68557574,85.35693751, 
1261,Orchid Pupil School,community,secondary,27.70927693,85.36879416, 
1262,Vidya Vikash School,private,secondary,27.71012703,85.37565526, 
1263,Star Public Montessori,private,kindergarten,27.66373101,85.33636397, 
1264,Shuvam Montessori,private,kindergarten,27.61630435,85.35516842, 
1265,Ananta Secondary School,private,secondary,27.64850891,85.36261829, 
1266,Bishwamitra Ganesh Secondary School(Primary Block),government,primary,27.62990674,85.37740058, 
1267,Gyan Jyoti Lower Secondary School,community,lower_secondary,27.63235357,85.38600358, 
1268,Kopila English Secondary School,private,secondary,27.64773184,85.35945043, 
1269,Mount Olive English Secondary School,private,secondary,27.64533499,85.36081397, 
1270,Nawa Kunja Secondary Boarding School,private,secondary,27.6472325,85.35455199, 
1271,Nepal Don Bosco School,community,secondary,27.645856,85.36432475, 
1272,Thasi Montessori Kindergarten,private,kindergarten,27.64935748,85.35935556, 
1273,Bhanudaya Primary School,government,lower_secondary,27.64779928,85.36047026, 
1274,Bishwamitra Ganesh Secondary School,government,secondary,27.62595282,85.3729369, 
1275,Cherubs English Boarding School,private,primary,27.65750292,85.32327119, 
1276,Pasang Lhamu Sikchya Sadan,private,lower_secondary,27.66657191,85.33148156, 
1277,The Rising School,private,secondary,27.66273008,85.32829204, 
1278,Dolphin English Secondary School,private,secondary,27.60402432,85.37668, 
1279,Jwaladevi Vidhya Mandir,private,secondary,27.61657635,85.35569836, 
1280,Kingdom Star English School,private,secondary,27.61416341,85.35769534, 
1282,Shree Phulchowki Primary School,government,primary,27.60131192,85.37658034, 
1283,Shree Krishna Lower Secondary School,government,lower_secondary,27.60934305,85.37350505, 
1284,Seti Devi Secondary School,government,secondary,27.62608355,85.24966117, 
1285,Kali Devi Lower Secondary School,government,lower_secondary,27.60900887,85.24535002, 
1286,Indrayani Lower Secondary School,government,lower_secondary,27.6185443,85.25410407, 
1287,Manakamana Primary School,government,primary,27.6026908,85.2518841, 
1288,Blue Bird School,private,primary,27.62262687,85.35891434, 
1289,Champa Devi Secondary School,government,secondary,27.64839263,85.27064078, 
1290,Chalnakhel Lower Secondary School,government,lower_secondary,27.63792105,85.27919869, 
1291,Asian Star International Academy,private,lower_secondary,27.64205569,85.27960273, 
1292,Ridvan Academy,private,primary,27.61569354,85.36353206, 
1293,Shree Bishankhu Narayan Secondary School,government,secondary,27.61294926,85.36422585, 
1294,Shree Damaitar Lower Secondary School,government,lower_secondary,27.6241328,85.3584131, 
1295,Dollu Primary School,government,primary,27.62745478,85.26469711, 
1296,Cardinal International Boarding High School,private,secondary,27.6226794,85.26632644, 
1297,Shrikharapur Community School,community,secondary,27.6111195,85.2648083, 
1298,Pancha Ratna Bal Batika,private,primary,27.64753005,85.27739663, 
1299,Green Hill English Boarding School,private,secondary,27.60860754,85.26612562, 
1300,Bagh Bhairabh Pra Vi,private,primary,27.60282794,85.27737186, 
1301,Shree Krishna Secondary School,government,secondary,27.59100546,85.25914501, 
1302,Third Eye English School,private,primary,27.59646915,85.26058385, 
1303,Shiva Shakti Primary School,private,primary,27.59787614,85.26363059, 
1304,Saint Paul International School,private,secondary,27.69288492,85.33772902, 
1305,Rudramati Primary School,government,primary,27.69829731,85.33137299, 
1306,Gyan Bikash Lower Secondary School,government,lower_secondary,27.71011821,85.333259, 
1307,Kantipur Montessori Kinder World,private,kindergarten,27.7414563,85.33235887, 
1308,Spring Garden Kid's World,private,kindergarten,27.73973408,85.32975202, 
1309,Zest Ideology International School,private,primary,27.74081925,85.33244836, 
1310,Bright Future Secondary School,private,secondary,27.68837819,85.26632634, 
1311,Bright Horizon Children's Home School,community,secondary,27.67271576,85.23200109, 
1312,Ever Vision School,private,secondary,27.67881626,85.24104174, 
1313,Jana Kalyan Secondary School,government,secondary,27.68518293,85.23768858, 
1314,Shree Jana Bikash Secondary School,government,secondary,27.67622543,85.23492045, 
1316,Sita Devi Primary School,government,primary,27.67255712,85.2280807, 
1317,Sunshine High School,private,secondary,27.68696879,85.24071986, 
1318,Bright Angel's English School,private,secondary,27.68813499,85.22225155, 
1319,Chandragiri Vidhya Asharm,private,secondary,27.68850823,85.23691778, 
1320,Model School,private,secondary,27.69068864,85.21892563, 
1321,Mt. Chandragiri English Boarding High School,private,secondary,27.69568526,85.21575981, 
1322,Mt. Sagarmatha Brilliant's Academy,private,secondary,27.68803926,85.23585264, 
1323,Novel Village English Boarding School,private,secondary,27.68752944,85.22456204, 
1324,Shree Mangaldoya Secondary School,government,secondary,27.69368446,85.22018448, 
1325,Study Primary School,private,primary,27.69188089,85.22969248, 
1326,Supreme Model English Boarding School,private,lower_secondary,27.6868094,85.22558937, 
1327,Thankot English School,private,secondary,27.69503008,85.21538987, 
1328,West Point High School,private,secondary,27.69052782,85.22262874, 
1329,Chundevi Secondary School,government,secondary,27.68767322,85.21194065, 
1330,Kalika Katheri Primary School,government,primary,27.80248232,85.32715398, 
1331,St. Xavier's School Godavari,private,secondary,27.59309655,85.37955432, 
1332,Jhor Mahankal Secondary School,government,secondary,27.79718785,85.332236, 
1333,Kunchipwakal Lower Secondary school,government,lower_secondary,27.79885767,85.31359044, 
1334,Nateswori Primary School,government,secondary,27.78473756,85.32090183, 
1335,Public English School,private,secondary,27.79270769,85.33011916, 
1336,Tribeni sadan English School,private,secondary,27.79412852,85.3285111, 
1337,Chetana Mahila Secondary School,government,secondary,27.73537378,85.31084276, 
1338,Dhaulagiri National School,private,lower_secondary,27.74935749,85.32713441, 
1339,Donald Home,private,kindergarten,27.74880659,85.32610046, 
1340,Mount Genius English School,private,primary,27.75162072,85.32655898, 
1341,Mount Radiant Engish Boarding School,private,secondary,27.7418871,85.31523058, 
1342,North Pole Academy,private,lower_secondary,27.74729354,85.31643345, 
1343,Swornim International Model School,private,primary,27.74830927,85.32634582, 
1344,Champa Shikhar Primary School,government,lower_secondary,27.70342586,85.19189907, 
